챕터,회차,에피소드,게시일,URL
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제256화,「투신의 위협」,2015/03/17 19:00,https://ncode.syosetu.com/n9669bk/278/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제257화,「비장의 패」,2015/03/18 19:00,https://ncode.syosetu.com/n9669bk/279/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제258화,「터닝포인트 5」,2015/03/19 19:00,https://ncode.syosetu.com/n9669bk/280/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 제23장 청년기 · 결전 편,제259화,「전투의 끝」,2015/03/20 19:00,https://ncode.syosetu.com/n9669bk/281/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 최종장 · 완결 편,제260화,「마지막 꿈」,2015/04/03 19:00,https://ncode.syosetu.com/n9669bk/282/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 최종장 · 완결 편,제261화,「34세」,2015/04/03 20:00,https://ncode.syosetu.com/n9669bk/283/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 최종장 · 완결 편,간화,「아스라 왕국 인물록 『루데우스 그레이라트』」,2015/04/03 21:00,https://ncode.syosetu.com/n9669bk/284/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 최종장 · 완결 편,최종화,「사후의 세계」,2015/04/03 22:00,https://ncode.syosetu.com/n9669bk/285/
본편 — 무직전생 ~이세계에 가서 진심으로 해보겠습니다~ / 최종장 · 완결 편,에필로그,「프롤로그 제로」,2015/04/03 23:00,https://ncode.syosetu.com/n9669bk/286/
외전 — 무직전생 사족편(蛇足編) / 노른의 웨딩(ウェディング・オブ・ノルン),1,「노른의 시집가기 · 전반」,2015/05/19 19:00,https://ncode.syosetu.com/n4251cr/1/
외전 — 무직전생 사족편(蛇足編) / 노른의 웨딩(ウェディング・オブ・ノルン),2,「노른의 시집가기 · 중편」,2015/05/20 19:00,https://ncode.syosetu.com/n4251cr/2/
외전 — 무직전생 사족편(蛇足編) / 노른의 웨딩(ウェディング・オブ・ノルン),3,「노른의 시집가기 · 후편」,2015/05/22 19:00,https://ncode.syosetu.com/n4251cr/3/
외전 — 무직전생 사족편(蛇足編) / 루시와 아빠(ルーシーとパパ),4,「루시의 입학 첫날 · 전반」,2015/06/24 19:00,https://ncode.syosetu.com/n4251cr/4/
외전 — 무직전생 사족편(蛇足編) / 루시와 아빠(ルーシーとパパ),5,「루시의 입학 첫날 · 후편」,2015/06/25 19:00,https://ncode.syosetu.com/n4251cr/5/
외전 — 무직전생 사족편(蛇足編) / 루시와 아빠(ルーシーとパパ),6,「루시의 가족」,2015/06/26 19:00,https://ncode.syosetu.com/n4251cr/6/
외전 — 무직전생 사족편(蛇足編) / 아스라 7기사 이야기(アスラ七騎士物語),7,「혼혼의 이조르테 · 전반」,2015/08/01 19:00,https://ncode.syosetu.com/n4251cr/7/
외전 — 무직전생 사족편(蛇足編) / 아스라 7기사 이야기(アスラ七騎士物語),8,「문지기 도가가 · 전반」,2015/08/02 19:00,https://ncode.syosetu.com/n4251cr/8/
외전 — 무직전생 사족편(蛇足編) / 아스라 7기사 이야기(アスラ七騎士物語),9,「이조르테와 도가가 · 후편」,2015/08/03 19:00,https://ncode.syosetu.com/n4251cr/9/
외전 — 무직전생 사족편(蛇足編) / 오토마타를 만들자!(オートマタを作ろう！),10,「인형이 걷기 시작한 날 · 전반」,2015/09/16 19:00,https://ncode.syosetu.com/n4251cr/10/
외전 — 무직전생 사족편(蛇足編) / 오토마타를 만들자!(オートマタを作ろう！),11,「인형이 걷기 시작한 날 · 중편」,2015/09/17 19:00,https://ncode.syosetu.com/n4251cr/11/
외전 — 무직전생 사족편(蛇足編) / 오토마타를 만들자!(オートマタを作ろう！),12,「인형이 걷기 시작한 날 · 후편」,2015/09/18 19:00,https://ncode.syosetu.com/n4251cr/12/
외전 — 무직전생 사족편(蛇足編) / 오토마타를 만들자!(オートマタを作ろう！),13,「사무실에서의 하루」,2015/09/19 19:00,https://ncode.syosetu.com/n4251cr/13/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),14,「라트레이아 가문으로의 인사를」,2015/11/01 19:00,https://ncode.syosetu.com/n4251cr/14/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),15,「알스의 미리스 관광」,2015/11/02 19:00,https://ncode.syosetu.com/n4251cr/15/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),16,「록시와 사명」,2015/11/03 19:00,https://ncode.syosetu.com/n4251cr/16/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),17,「그리고 성검가도로」,2015/11/04 19:00,https://ncode.syosetu.com/n4251cr/17/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),18,「온천」,2015/11/05 19:00,https://ncode.syosetu.com/n4251cr/18/
외전 — 무직전생 사족편(蛇足編) / 미리스 여행기(ミリス旅行記),19,「엄격한 대봉의 탈핸드」,2015/11/06 19:00,https://ncode.syosetu.com/n4251cr/19/
외전 — 무직전생 사족편(蛇足編) / 검의 성지에 사는 신(剣の聖地に住まう神),20,「검신 지노 블리츠」,2015/12/07 19:00,https://ncode.syosetu.com/n4251cr/20/
외전 — 무직전생 사족편(蛇足編) / 검의 성지에 사는 신(剣の聖地に住まう神),21,「당좌의 방에서」,2015/12/08 19:00,https://ncode.syosetu.com/n4251cr/21/
외전 — 무직전생 사족편(蛇足編) / 검의 성지에 사는 신(剣の聖地に住まう神),22,「니나 블리츠」,2015/12/09 19:00,https://ncode.syosetu.com/n4251cr/22/
외전 — 무직전생 사족편(蛇足編) / 나나호시의グルメ(나나호시의 맛집),23,「주먹밥(볶음)」,2016/03/01 19:00,https://ncode.syosetu.com/n4251cr/23/
외전 — 무직전생 사족편(蛇足編) / 나나호시의グルメ(나나호시의 맛집),24,「된장 조림 우동」,2016/03/02 19:00,https://ncode.syosetu.com/n4251cr/24/
외전 — 무직전생 사족편(蛇足編) / 나나호시의グルメ(나나호시의 맛집),25,「샌드위치」,2016/03/03 19:00,https://ncode.syosetu.com/n4251cr/25/
외전 — 무직전생 사족편(蛇足編) / 나나호시의グルメ(나나호시의 맛집),26,「타코야키」,2016/03/04 19:00,https://ncode.syosetu.com/n4251cr/26/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),27,「아스라 왕립학교 졸업식」,2017/09/04 19:00,https://ncode.syosetu.com/n4251cr/27/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),28,「3년과 성과」,2017/09/05 19:00,https://ncode.syosetu.com/n4251cr/28/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),29,「말로」,2017/09/06 19:00,https://ncode.syosetu.com/n4251cr/29/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),30,「진로」,2017/09/07 19:00,https://ncode.syosetu.com/n4251cr/30/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),31,「자녀 독립의 시기」,2017/09/08 19:00,https://ncode.syosetu.com/n4251cr/31/
외전 — 무직전생 사족편(蛇足編) / 마지막 보금자리(最後の巣立ち),32,「마지막 보금자리」,2017/09/09 19:00,https://ncode.syosetu.com/n4251cr/32/
